Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,chro,domain
5505,Tb427_040009600,-0.06893235906720784,7.407930130487403,0.28758739776129993,HECT-domain (ubiquitin-transferase)  putative,Chr4_core_Tb427v10,HECT
5506,Tb427_090079700,-0.06889255323580251,6.882301348112434,0.2052769232370456,hypothetical protein  conserved,Chr9_core_Tb427v10,
5507,Tb427_070011300,-0.06885443161945,5.757343255075668,0.22087305188925024,hypothetical protein  conserved,Chr7_core_Tb427v10,
5508,Tb427_110068400,-0.06868208163497977,6.409919665598227,0.2760491223132104,PUB domain containing protein  putative,Chr11_core_Tb427v10,PUB; PUB
5509,Tb427_100082100,-0.06843271090055922,5.839150425360807,0.19035558678609013,hypothetical protein  conserved,Chr10_core_Tb427v10,
5510,Tb427_080022400,-0.0683916030904298,7.185463887984892,0.27858376302661564,ApbE family  putative,Chr8_core_Tb427v10,
5511,Tb427_090040500,-0.06830274881130541,5.8239205125520765,0.2228862525376139,hypothetical protein  conserved,Chr9_core_Tb427v10,
5512,Tb427_030013100,-0.06806784525230786,6.722103684070365,0.20200267280904413,hypothetical protein  conserved,Chr3_core_Tb427v10,CBP66
5513,Tb427_070061100,-0.06766669734841066,6.221763300343037,0.2411890435945793,NADH:flavin oxidoreductase / NADH oxidase family/HI0933-like protein/Pyridine nucleotide-disulphide oxidoreductase/FAD binding domain/FAD dependent oxidoreductase/NAD(P)-binding Rossmann-like domain containing protein  putative,Chr7_core_Tb427v10,TIM superfamily; GltD superfamily
5514,Tb427_090054000,-0.06747842161736764,7.080859065769356,0.22234160617526347,Tubulin-tyrosine ligase family  putative,Chr9_core_Tb427v10,TTL
5515,Tb427_110162200,-0.06715049805378771,6.378580737578119,0.3005236216631032,CSN8/PSMD8/EIF3K family  putative,Chr11_core_Tb427v10,CSN8_PSD8_EIF3K
5516,Tb427_080071100,-0.06697445716503543,5.203694756465469,0.29365954750002843,von Willebrand factor type A domain/Ssl1-like  putative,Chr8_core_Tb427v10,vWFA superfamily
5517,Tb427_110121400,-0.06696231529957151,6.5537946422051165,0.2670436640539387,hypothetical protein  conserved,Chr11_core_Tb427v10,PKc_like superfamily
5518,Tb427_000787200,-0.0666841885559407,5.609097306475293,0.2314975141845672,Retrotransposon hot spot protein  putative,unitig_2529_Tb427v10,RHSP superfamily
5519,Tb427_110088600,-0.06644967767436645,5.750033973161492,0.1758733304404572,hypothetical protein  conserved,Chr11_core_Tb427v10,
5520,Tb427_040025200,-0.06609714781208709,5.1981870190369275,0.32589992829482645,Histone-like transcription factor (CBF/NF-Y) and archaeal histone  putative,Chr4_core_Tb427v10,HAP5 superfamily
5521,Tb427_050040400,-0.06558060815841853,5.681613407564635,0.20441636250148404,hypothetical protein  conserved,Chr5_core_Tb427v10,
5522,Tb427_010024200,-0.0650356988618266,-0.12382373259480878,0.8855463836637829,hypothetical protein  conserved,Chr1_core_Tb427v10,
5523,Tb427_080062100,-0.06491150498190391,4.632711692107975,0.4933947601421973,hypothetical protein  conserved,Chr8_core_Tb427v10,
5524,Tb427_090087500,-0.06488873903302933,5.576245484385471,0.2341938917624844,DNA polymerase alpha/epsilon subunit B  putative,Chr9_core_Tb427v10,DNA_pol_E_B
5525,Tb427_070070400,-0.06443631872637834,4.589579821564218,0.5104154608062033,hypothetical protein  conserved,Chr7_core_Tb427v10,
5526,Tb427_080007600,-0.06436234054498613,5.501874600685848,0.4783621136568925,Nucleoplasmin-like domain containing protein  putative,Chr8_core_Tb427v10,NPL
5527,Tb427_110108000,-0.06433913710980092,5.848259889283758,0.228067589305575,Protein of unknown function (DUF2870)  putative,Chr11_core_Tb427v10,DUF2870
5528,Tb427_110166400,-0.06426393928020728,5.655869767225332,0.21452422567720136,hypothetical protein  conserved,Chr11_core_Tb427v10,
5529,Tb427_030058700,-0.06420779966704614,8.505499899509685,0.28758739776129993,RPN1/RPN2 N-terminal domain/Proteasome/cyclosome repeat/26S proteasome non-ATPase regulatory subunit RPN1 C-terminal  putative,Chr3_core_Tb427v10,RPN1 superfamily
5530,Tb427_080061800,-0.06416810997872617,7.24239659357765,0.2987508090662923,hypothetical protein  conserved,Chr8_core_Tb427v10,
5531,Tb427_110133300,-0.06401730557806118,8.483415801665181,0.34049448308376323,Biotin-requiring enzyme/2-oxoacid dehydrogenases acyltransferase (catalytic domain)  putative,Chr11_core_Tb427v10,PTZ00144
5532,Tb427_110052000,-0.0639560897659255,6.291423557809742,0.26216484134494056,hypothetical protein  conserved,Chr11_core_Tb427v10,
5533,Tb427_110119700,-0.06395400339899643,5.080855943504871,0.35032556167761125,hypothetical protein  conserved,Chr11_core_Tb427v10,
5534,Tb427_110157500,-0.06391975656239511,6.886372444386637,0.21505006353936215,Pan3 Pseudokinase domain containing protein  putative,Chr11_core_Tb427v10,Pan3_PK
5535,Tb427_110160600,-0.06391866770309514,6.67306122355738,0.2615667299997521,Protein tyrosine kinase/Protein kinase domain containing protein  putative,Chr11_core_Tb427v10,PKc_like superfamily
5536,Tb427_060052100,-0.06390947920733764,9.590956128787193,0.35357603045040703,Ribosomal protein L6  putative,Chr6_core_Tb427v10,PTZ00179
5537,Tb427_110070000,-0.06384191737470879,9.468262363535628,0.3625258636315772,Ribosomal protein S21e  putative,Chr11_core_Tb427v10,Ribosomal_S21e
5538,Tb427_090052800,-0.06362059404764449,7.0756553070951655,0.24152841311148465,hypothetical protein  conserved,Chr9_core_Tb427v10,
5539,Tb427_100124100,-0.06330914858269585,5.358721869445278,0.319620716308709,hypothetical protein  conserved,Chr10_core_Tb427v10,OCRE superfamily
5540,Tb427_100069100,-0.06312834827351654,4.839320854185528,0.5508964622645875,hypothetical protein  conserved,Chr10_core_Tb427v10,
5541,Tb427_060022100,-0.06285298253280808,3.0763564799884504,0.6888233517334299,unspecified product,Chr6_core_Tb427v10,
5542,Tb427_110092500,-0.06277091866970247,5.0391394265118565,0.3907846096223839,impB/mucB/samB family/IMS family HHH motif/impB/mucB/samB family C-terminal domain containing protein  putative,Chr11_core_Tb427v10,PTZ00205 superfamily
5543,Tb427_080087600,-0.06276701000420694,7.09005967384457,0.35981779218638404,hypothetical protein  conserved,Chr8_core_Tb427v10,SMC_prok_A superfamily; Smc superfamily
5544,Tb427_100105100,-0.0626046462343543,7.1945870077360805,0.2443943550536372,hypothetical protein  conserved,Chr10_core_Tb427v10,
5545,Tb427_100062800,-0.06259750039036394,5.537960850700925,0.30612718822870666,hypothetical protein  conserved,Chr10_core_Tb427v10,
5546,Tb427_100144900,-0.06251274044531066,3.283443690495812,0.7261769577131855,unspecified product,Chr10_core_Tb427v10,
5547,Tb427_110140900,-0.06213759368491303,5.286690619407315,0.4193051425651932,Protein kinase domain/Protein tyrosine kinase  putative,Chr11_core_Tb427v10,PTZ00284
5548,Tb427_050025200,-0.06197332478292245,7.005586019010267,0.28708574790358904,hypothetical protein  conserved,Chr5_core_Tb427v10,
5549,Tb427_110132500,-0.061825037333297674,7.2444782526293565,0.3741113686397395,hypothetical protein  conserved,Chr11_core_Tb427v10,PTZ00121 superfamily; PTZ00121 superfamily
5550,Tb427_110038800,-0.06155923404555993,5.084847662776128,0.3928032223016226,hypothetical protein  conserved,Chr11_core_Tb427v10,
5551,Tb427_070023800,-0.06147633847158264,4.826113763704446,0.4731473706016157,Protein tyrosine kinase/Protein kinase domain/Kinase-like  putative,Chr7_core_Tb427v10,PKc_like superfamily
5552,Tb427_060029800,-0.060657883962036,6.467069765881616,0.2246188183503968,hypothetical protein  conserved,Chr6_core_Tb427v10,
5553,Tb427_100011900,-0.06059517037793345,6.442816156898808,0.4152586395069749,Thymidine kinase  putative,Chr10_core_Tb427v10,TK superfamily; TK superfamily
5554,Tb427_090073200,-0.060565028598321184,2.9561552930989587,0.7001141012300577,unspecified product,Chr9_core_Tb427v10,
5555,Tb427_040032200,-0.060303981941180286,5.676016925646731,0.3216459005453366,DnaJ domain containing protein  putative,Chr4_core_Tb427v10,DnaJ
5556,Tb427_110108300,-0.060300241508956826,5.865286978744787,0.29951823312281617,Glycosyltransferase family 25 (LPS biosynthesis protein)  putative,Chr11_core_Tb427v10,Glyco_transf_25
5557,Tb427_070049900,-0.060263813356629864,7.710149543944333,0.3056390578762824,hypothetical protein  conserved,Chr7_core_Tb427v10,
5558,Tb427_100065400,-0.06023052754610439,5.4481631967959,0.3041616812621578,Peptidase M76 family  putative,Chr10_core_Tb427v10,Peptidase_M76
5559,Tb427_110176300,-0.05999009202439561,5.119957166031866,0.44611542565107215,hypothetical protein  conserved,Chr11_core_Tb427v10,
5560,Tb427_100079200,-0.05980131672605993,9.101602694543653,0.32078317920587784,Ribosomal protein S24e  putative,Chr10_core_Tb427v10,PTZ00071
5561,Tb427_030055400,-0.05975393843718231,5.566600182316441,0.35594615363759025,hypothetical protein  conserved,Chr3_core_Tb427v10,
5562,Tb427_000277400,-0.05965812542234055,6.631860470842552,0.4708656139359352,Retrotransposon hot spot protein  putative,Chr1_5B_Tb427v10,RHSP superfamily
5563,Tb427_070051200,-0.059656505462865876,7.7807709839193455,0.5056697705820531,Inosine-uridine preferring nucleoside hydrolase  putative,Chr7_core_Tb427v10,nuc_hydro_CeIAG
5564,Tb427_100042800,-0.05964227852846801,8.05786773137733,0.3330955011646757,hypothetical protein  conserved,Chr10_core_Tb427v10,
5565,Tb427_060048600,-0.05947215974766784,6.032563164293151,0.20639515231944527,Krr1 KH1 domain containing protein  putative,Chr6_core_Tb427v10,KH-I_KRR1_rpt2; KH-I_KRR1_rpt1
5566,Tb427_100167100,-0.05938668230826575,7.981159042470031,0.3325450036934482,hypothetical protein  conserved,Chr10_core_Tb427v10,PTZ00121 superfamily; PTZ00121 superfamily; PTZ00121 superfamily; PTZ00121 superfamily; PTZ00121 superfamily; DUF5401 superfamily
5567,Tb427_080023300,-0.05908149863004606,5.205435726389336,0.4157206309804255,RecQ mediated genome instability protein  putative,Chr8_core_Tb427v10,RMI1_N
5568,Tb427_100017400,-0.059072575802103434,6.263847999099383,0.22192796520864105,hypothetical protein  conserved,Chr10_core_Tb427v10,
5569,Tb427_000827700,-0.05900704943292884,-0.2922755219005427,0.8930187746595997,hypothetical protein  conserved,unitig_3147_Tb427v10,
5570,Tb427_110014500,-0.058998976019672626,8.246707020700972,0.38234684996768814,Nucleoporin autopeptidase/Nuclear protein 96  putative,Chr11_core_Tb427v10,Nup96; Nucleoporin2; Med15 superfamily; gliding_GltG
5571,Tb427_110179400,-0.058996529987848975,6.225779106464362,0.3019648869499384,CS domain/Tetratricopeptide repeat  putative,Chr11_core_Tb427v10,p23_DYX1C1_like; C39_PA2778_fam; TPR; PTZ00121 superfamily
5572,Tb427_100080500,-0.05891271189592762,5.395403919620904,0.5612794212847642,3' exoribonuclease family  domain 1  putative,Chr10_core_Tb427v10,RNase_PH superfamily
5573,Tb427_050027000,-0.05889531571985561,7.146410652137103,0.32952088125022744,Myb-like DNA-binding domain containing protein  putative,Chr5_core_Tb427v10,REB1 superfamily
5574,Tb427_100065000,-0.05874154319044748,7.120120338773996,0.2654242379007085,Proteasome subunit  putative,Chr10_core_Tb427v10,proteasome_beta_type_5
5575,Tb427_110056200,-0.05856550599924576,5.872493369069848,0.28248615937070043,hypothetical protein  conserved,Chr11_core_Tb427v10,
5576,Tb427_050036100,-0.05835289321429754,7.5161409814875135,0.498358849681555,N-terminal domain of ribose phosphate pyrophosphokinase/Phosphoribosyl transferase domain/Phosphoribosyl synthetase-associated domain containing protein  putative,Chr5_core_Tb427v10,PRK01259 superfamily
5577,Tb427_060051400,-0.05806802444888326,4.863579250588894,0.5186639820954642,hypothetical protein  conserved,Chr6_core_Tb427v10,
5578,Tb427_110048400,-0.05805092169631655,7.212671091704503,0.2983036017011645,Uncharacterized ACR  COG1678  putative,Chr11_core_Tb427v10,DUF179
5579,Tb427_000755500,-0.05790102415224206,4.814271922903476,0.5010791027331171,Retrotransposon hot spot protein  putative,unitig_2332_Tb427v10,RHSP superfamily
5580,Tb427_090043400,-0.057508409302881786,7.211987531742908,0.4335558847961257,hypothetical protein  conserved,Chr9_core_Tb427v10,TRF4 superfamily; NT_Pol-beta-like superfamily
5581,Tb427_070050000,-0.05735457484044443,6.882356145943742,0.3975104678371712,von Willebrand factor type A domain containing protein  putative,Chr7_core_Tb427v10,vWFA superfamily
5582,Tb427_110086400,-0.05732505315232711,6.136731689500809,0.3336060826504811,hypothetical protein  conserved,Chr11_core_Tb427v10,
5583,Tb427_040008200,-0.05727399754602045,5.7284104274901955,0.327106735050313,hypothetical protein  conserved,Chr4_core_Tb427v10,
5584,Tb427_100132200,-0.05714644213774973,5.926318175001385,0.2508860561249601,UAA transporter family  putative,Chr10_core_Tb427v10,UAA superfamily
5585,Tb427_110105200,-0.05714483807244981,5.998612704133731,0.2436106999532065,hypothetical protein  conserved,Chr11_core_Tb427v10,CH superfamily
5586,Tb427_100161100,-0.05711523732886945,7.705010580892281,0.4367398648397527,hypothetical protein  conserved,Chr10_core_Tb427v10,
5587,Tb427_100034900,-0.05699849071990388,6.065966719947874,0.27771446174215786,JAB1/Mov34/MPN/PAD-1 ubiquitin protease/Prokaryotic homologs of the JAB domain containing protein  putative,Chr10_core_Tb427v10,MPN_RPN11_CSN5
5588,Tb427_100022900,-0.056940604941876666,7.598726155281079,0.3291726093010105,CHAT domain containing protein  putative,Chr10_core_Tb427v10,CHAT; LRR_RI superfamily
5589,Tb427_030033800,-0.05691640949007048,9.387136175749028,0.4566077957183097,Ribosomal protein L13e  putative,Chr3_core_Tb427v10,PTZ00192
5590,Tb427_100083400,-0.056417010752903125,7.352657271147801,0.31947941956303033,Rab-GTPase-TBC domain containing protein  putative,Chr10_core_Tb427v10,RabGAP-TBC
5591,Tb427_110080100,-0.05638437225493615,4.593809242087083,0.5935865476734362,hypothetical protein  conserved,Chr11_core_Tb427v10,BTB_POZ superfamily
5592,Tb427_100157200,-0.05632030801661528,5.388244336709076,0.4245212984364055,hypothetical protein  conserved,Chr10_core_Tb427v10,
5593,Tb427_110042300,-0.05602477454028501,6.441235213308734,0.3707039757884241,Mitochondrial glycoprotein  putative,Chr11_core_Tb427v10,MAM33
5594,Tb427_060035000,-0.055901050604969964,5.596356094921363,0.318058519685642,Putative papain-like cysteine peptidase (DUF1796)  putative,Chr6_core_Tb427v10,DUF1796
5595,Tb427_100005600,-0.055886466069782925,8.065406792616349,0.3892744223910145,Ribosomal L37ae protein family  putative,Chr10_core_Tb427v10,PTZ00255
5596,Tb427_050006900,-0.055821450273102965,4.263594709114899,0.7819926141374595,hypothetical protein  conserved,Chr5_core_Tb427v10,
5597,Tb427_020018900,-0.05575847755529404,6.68474343785625,0.2411703384127533,Insulinase (Peptidase family M16)/Peptidase M16 inactive domain containing protein  putative,Chr2_core_Tb427v10,PqqL superfamily
5598,Tb427_110174300,-0.055552299628980985,5.8373217507350565,0.3400103910906408,hypothetical protein  conserved,Chr11_core_Tb427v10,
5599,Tb427_110172400,-0.055544711607192064,3.2589820193572963,0.6955523353073726,hypothetical protein  conserved,Chr11_core_Tb427v10,
5600,Tb427_110053200,-0.05544602174960907,4.5148678399953095,0.7433002441217604,hypothetical protein  conserved,Chr11_core_Tb427v10,RPA_2b-aaRSs_OBF_like superfamily
5601,Tb427_010009200,-0.05509636484760835,5.575025883859335,0.3152160472700236,hypothetical protein  conserved,Chr1_core_Tb427v10,
5602,Tb427_100041700,-0.05504632682845402,7.519133006723567,0.35594615363759025,Proteasome activator pa28 beta subunit  putative,Chr10_core_Tb427v10,
5603,Tb427_110047800,-0.05475456698964082,4.935550353140074,0.458511778499195,Mitochondrial calcium uniporter  putative,Chr11_core_Tb427v10,MCU
5604,Tb427_100029200,-0.05472438621666605,7.050539337862741,0.29604661688984873,Glucose-6-phosphate dehydrogenase  NAD binding domain/Glucose-6-phosphate dehydrogenase  C-terminal domain containing protein  putative,Chr10_core_Tb427v10,PTZ00309
5605,Tb427_110110900,-0.054537577794490866,7.0398774278666725,0.3027008739070942,RNA pol II accessory factor  Cdc73 family  C-terminal  putative,Chr11_core_Tb427v10,CDC73_C
5606,Tb427_110082900,-0.054534076841832285,4.643276591067559,0.5512812141498976,Tctex-1 family  putative,Chr11_core_Tb427v10,DLC-like_TCTEX1D
5607,Tb427_070055000,-0.054401846627353034,5.654509194797317,0.4763794653205376,Caulimovirus viroplasmin/RNase H  putative,Chr7_core_Tb427v10,RNase_HI_eukaryote_like; Cauli_VI
5608,Tb427_100058400,-0.05433700491906944,6.0997631266870265,0.2732064774445836,hypothetical protein  conserved,Chr10_core_Tb427v10,Ribonuclease_3
5609,Tb427_100157600,-0.05426186287190883,6.68219554098791,0.3831622350544541,hypothetical protein  conserved,Chr10_core_Tb427v10,RING_Ubox superfamily
5610,Tb427_100063600,-0.05420953228925073,6.484323644604924,0.36598949848849854,Protein kinase domain/Protein tyrosine kinase  putative,Chr10_core_Tb427v10,PTZ00283
5611,Tb427_020026400,-0.05415030918884943,8.52565621901042,0.5195718730871175,DnaJ domain/DnaJ C terminal domain/DnaJ central domain containing protein  putative,Chr2_core_Tb427v10,PTZ00037 superfamily
5612,Tb427_090025600,-0.053967977310506135,6.3709608169846605,0.4253434680267264,Aspartyl protease/Retroviral aspartyl protease/gag-polyprotein putative aspartyl protease/UBA-like domain containing protein  putative,Chr9_core_Tb427v10,RP_DDI; Ubl_ubiquitin_like; UBA_4
5613,Tb427_110023000,-0.0538492676736339,7.354650178215125,0.4865316902864149,hypothetical protein  conserved,Chr11_core_Tb427v10,
5614,Tb427_080047700,-0.053782646220153316,6.517054202547593,0.4640232129065022,Nuclear transport factor 2 (NTF2) domain containing protein  putative,Chr8_core_Tb427v10,NTF2
5615,Tb427_000827300,-0.053627803484829865,3.5744425948254914,0.698111295171778,Retrotransposon hot spot protein  putative,unitig_313_Tb427v10,RHSP superfamily
5616,Tb427_100046600,-0.05354359816706171,5.73004414620554,0.3387917853480509,hypothetical protein  conserved,Chr10_core_Tb427v10,
5617,Tb427_010026600,-0.05351414081926727,4.67393915544367,0.7148665175071579,hypothetical protein  conserved,Chr1_core_Tb427v10,
5618,Tb427_100073100,-0.05341129209935935,5.9504383337982345,0.2996803209617889,Endonuclease V  putative,Chr10_core_Tb427v10,Endonuclease_V
5619,Tb427_110073600,-0.053294391722786084,5.1604195791408065,0.4508680816841707,Optic atrophy 3 protein (OPA3)  putative,Chr11_core_Tb427v10,OPA3
5620,Tb427_080053100,-0.05316876479426995,6.636861229661925,0.2613153420993802,WD domain  G-beta repeat  putative,Chr8_core_Tb427v10,WD40 superfamily
5621,Tb427_090053000,-0.05311350080790148,2.9267076428674104,0.7555780480729036,PSP1 C-terminal conserved region containing protein  putative,Chr9_core_Tb427v10,PSP1
5622,Tb427_030047800,-0.05303237926791626,6.3129526495090476,0.3618541859237127,hypothetical protein  conserved,Chr3_core_Tb427v10,
5623,Tb427_110034800,-0.05296377296146635,4.829654367045144,0.5004758165759081,hypothetical protein  conserved,Chr11_core_Tb427v10,
5624,Tb427_050017100,-0.052619316257498515,5.6910724324806345,0.3401976446070044,LicD family  putative,Chr5_core_Tb427v10,LicD
5625,Tb427_080011300,-0.05229436455250412,9.426662335121076,0.4127250048019923,Ribosomal protein S4/S9 N-terminal domain/S4 domain containing protein  putative,Chr8_core_Tb427v10,PTZ00155
5626,Tb427_080007900,-0.052218256451184136,6.515572413737861,0.2735972636470825,hypothetical protein  conserved,Chr8_core_Tb427v10,
5627,Tb427_020031400,-0.05215642975531095,6.9091786521255285,0.3540553801228643,hypothetical protein  conserved,Chr2_core_Tb427v10,
5628,Tb427_000653000,-0.05210773824267601,0.9799254089573144,0.8306346972639597,hypothetical protein  conserved,unitig_1852_Tb427v10,
5629,Tb427_080007800,-0.052097951870849056,9.193863269612534,0.5368280102107883,Nucleoplasmin-like domain containing protein  putative,Chr8_core_Tb427v10,NPL
5630,Tb427_110175000,-0.05197186255990513,5.838722843092127,0.28507554368947824,hypothetical protein  conserved,Chr11_core_Tb427v10,Nudix_Hydrolase
5631,Tb427_100035400,-0.0518510252545745,6.1080418594943895,0.3221634367629277,JAB1/Mov34/MPN/PAD-1 ubiquitin protease/Prokaryotic homologs of the JAB domain containing protein  putative,Chr10_core_Tb427v10,MPN_RPN11_CSN5
5632,Tb427_010023000,-0.05184833418191713,6.36711684874641,0.32884993328264217,CS domain/SGS domain containing protein  putative,Chr1_core_Tb427v10,PLN03088 superfamily
5633,Tb427_100080300,-0.051655034318298265,6.4004796667580415,0.284392230021195,GTP1/OBG/50S ribosome-binding GTPase/Ferrous iron transport protein B  putative,Chr10_core_Tb427v10,Obg_CgtA superfamily
5634,Tb427_110029100,-0.05145462746355952,7.008812894139862,0.3211392565033796,Tubulin-tyrosine ligase family  putative,Chr11_core_Tb427v10,TTL
5635,Tb427_040055600,-0.05118070286381191,6.267321217834311,0.3759140652831468,hypothetical protein  conserved,Chr4_core_Tb427v10,
5636,Tb427_070062300,-0.05098571512581681,5.789024939684135,0.42410300720414185,Microtubule binding/Kinesin motor domain containing protein  putative,Chr7_core_Tb427v10,KISc
5637,Tb427_060019500,-0.050925134322792664,6.370024773440463,0.2773326325909638,hypothetical protein  conserved,Chr6_core_Tb427v10,
5638,Tb427_060043900,-0.050778279783877035,6.089948379759344,0.26204782440992,Holliday junction DNA helicase RuvB P-loop domain/DNA polymerase III  delta subunit/AAA domain/Uncharacterized conserved protein (DUF2075)/ATPase family associated with various cellular activities (AAA)/Replication factor C C-terminal domain containing protein  putative,Chr6_core_Tb427v10,rfc superfamily
5639,Tb427_000497800,-0.05073246693990088,5.783370946257088,0.4775884224207583,Retrotransposon hot spot protein  putative,Chr8_3A_Tb427v10,RHSP superfamily
5640,Tb427_080045700,-0.05062724481934632,5.7881475224346355,0.42697726098699534,DNA/RNA non-specific endonuclease  putative,Chr8_core_Tb427v10,PTZ00259
5641,Tb427_080069700,-0.05061787943570202,5.105886773514269,0.5460604840216418,hypothetical protein  conserved,Chr8_core_Tb427v10,
5642,Tb427_080065100,-0.05059462824666888,6.810528278917327,0.35624771399558136,Cullin family/Cullin protein neddylation domain containing protein  putative,Chr8_core_Tb427v10,Cullin; Cullin_Nedd8
5643,Tb427_060012600,-0.05043365133995377,7.374911886783129,0.3733195545482872,DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Helicase associated domain (HA2)  putative,Chr6_core_Tb427v10,HrpA superfamily
5644,Tb427_100034300,-0.05019422013755561,5.984205589845276,0.6706131054511654,hypothetical protein  conserved,Chr10_core_Tb427v10,PLN02320 superfamily
5645,Tb427_080077700,-0.049954816634684776,5.927335603181856,0.3009204165758572,Galactosyltransferase  putative,Chr8_core_Tb427v10,PTZ00210
5646,Tb427_000639900,-0.04992494352708783,0.9324214294497566,0.8428074984945105,hypothetical protein  conserved,unitig_166_Tb427v10,
5647,Tb427_100033000,-0.04990821074811252,6.519763575756902,0.3855860097813856,WD domain  G-beta repeat  putative,Chr10_core_Tb427v10,WD40; WzzB superfamily
5648,Tb427_090032500,-0.04990044302465778,6.7364943076815225,0.3297438199061035,hypothetical protein  conserved,Chr9_core_Tb427v10,PHA03247 superfamily
5649,Tb427_090066900,-0.04986673577852676,5.47752853870966,0.4577431891182273,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD  putative,Chr9_core_Tb427v10,cyclophilin superfamily
5650,Tb427_100117400,-0.0495761601858204,6.436189325807427,0.4044590034724673,hypothetical protein  conserved,Chr10_core_Tb427v10,
5651,Tb427_110065500,-0.049506074943359284,7.6838748254026115,0.4045871191010799,Flagellar-associated PapD-like  putative,Chr11_core_Tb427v10,PapD-like
5652,Tb427_020024300,-0.049333224576098816,5.838409968989789,0.4230457263698404,GDSL-like Lipase/Acylhydrolase/GDSL-like Lipase/Acylhydrolase family  putative,Chr2_core_Tb427v10,Isoamyl_acetate_hydrolase_like
5653,Tb427_110185500,-0.049224430889817386,6.235799910684768,0.31057255260552863,hypothetical protein  conserved,Chr11_core_Tb427v10,
5654,Tb427_110048200,-0.04920157460090439,9.335523700775251,0.4590862583273645,Ribosomal protein 60S L18 and 50S L18e  putative,Chr11_core_Tb427v10,PTZ00195
5655,Tb427_070049800,-0.04912413265329006,5.306879621298894,0.4696272577890035,NAD dependent epimerase/dehydratase family  putative,Chr7_core_Tb427v10,WcaG
5656,Tb427_030032000,-0.04900456339159747,5.394298338259522,0.4648467339673688,hypothetical protein  conserved,Chr3_core_Tb427v10,
5657,Tb427_090084900,-0.04892668352938657,6.610496405480277,0.3396823692567646,hypothetical protein  conserved,Chr9_core_Tb427v10,
5658,Tb427_080018000,-0.04876959403718078,6.448183769743457,0.3546576203429824,Uncharacterised protein family (UPF0172)  putative,Chr8_core_Tb427v10,UPF0172
5659,Tb427_030020600,-0.04867802818832963,6.932260299347666,0.3448420734430581,Creatinase/Prolidase N-terminal domain/Metallopeptidase family M24/C-terminal region of peptidase_M24  putative,Chr3_core_Tb427v10,APP; Creatinase_N_2; Peptidase_M24_C; Creatinase_N
5660,Tb427_080036100,-0.04830660033507125,4.638563013588655,0.6035595734904806,hypothetical protein  conserved,Chr8_core_Tb427v10,
5661,Tb427_050042500,-0.04829707022649761,6.8496165761238,0.3365480333854257,DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein  putative,Chr5_core_Tb427v10,PTZ00110 superfamily; KH-I_DDX46_like
5662,Tb427_090026900,-0.048105481980432685,6.20958000406356,0.2940007809169571,hypothetical protein  conserved,Chr9_core_Tb427v10,
5663,Tb427_070050900,-0.04808429852309712,5.32810776934023,0.4552475654245554,hypothetical protein  conserved,Chr7_core_Tb427v10,
5664,Tb427_090065000,-0.04800835430443852,4.560925073661632,0.6703240921743984,hypothetical protein  conserved,Chr9_core_Tb427v10,
5665,Tb427_110077300,-0.04769346781308167,7.162091332442776,0.384081989381269,Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter  putative,Chr11_core_Tb427v10,COPIIcoated_ERV; ERGIC_N
5666,Tb427_050027700,-0.047397480838314576,5.991647837012487,0.3224327761228818,Calcineurin-like phosphoesterase/Lariat debranching enzyme  C-terminal domain containing protein  putative,Chr5_core_Tb427v10,MPP_Dbr1_N; DBR1
5667,Tb427_110012500,-0.047340271302680516,5.540710554548349,0.803256949996881,Cyclin  N-terminal domain containing protein  putative,Chr11_core_Tb427v10,
5668,Tb427_020030500,-0.04680608596174438,7.027190316092303,0.3748033182878835,hypothetical protein  conserved,Chr2_core_Tb427v10,
5669,Tb427_110160200,-0.0467725726051142,5.8464633341176295,0.3768129871074405,Vps23 core domain containing protein  putative,Chr11_core_Tb427v10,Vps23_core
5670,Tb427_110085500,-0.04665870781355366,5.295398446587324,0.4975039189193948,hypothetical protein  conserved,Chr11_core_Tb427v10,SMC_prok_B superfamily
5671,Tb427_100019200,-0.04664587114579046,5.067695323080544,0.5555020680007584,hypothetical protein  conserved,Chr10_core_Tb427v10,
5672,Tb427_080070800,-0.04654971679555571,5.0042986736070905,0.5277410388818293,Ubiquitin-conjugating enzyme  putative,Chr8_core_Tb427v10,UQ_con
5673,Tb427_080070600,-0.046454217969983086,5.8103707534536575,0.51287896960044,Protein kinase domain/Protein tyrosine kinase/Leucine rich repeat  putative,Chr8_core_Tb427v10,STKc_LKB1_CaMKK; LRR_8; LRR superfamily
5674,Tb427_030032800,-0.046432894662990006,7.22626855922088,0.3902681916732333,Tetratricopeptide repeat  putative,Chr3_core_Tb427v10,PEP_TPR_lipo superfamily
