Gene_acc,Gene_id,BSF1,BSF2,PCF1,PCF2,Desc
4240,Tb427_040034100,2290,2218,5056,5421,Acyltransferase  putative
4241,Tb427_110165700,2870,2865,7281,8452,ATPase family associated with various cellular activities (AAA)/Peptidase family M41  putative
4242,Tb427_090034300,1795,1985,4507,4918,HEAT repeat  putative
4243,Tb427_000270500,251,264,379,357,hypothetical protein  conserved
4244,Tb427_090005100,1753,1874,3653,3925,hypothetical protein  conserved
4245,Tb427_030050700,684,723,1439,1714,Leucine-rich repeat/Leucine rich repeat  putative
4246,Tb427_060025200,2531,2559,6142,6700,PDZ domain containing protein  putative
4247,Tb427_100097800,1009,1020,2319,2566,hypothetical protein  conserved
4248,Tb427_000640000,111,99,72,79,hypothetical protein  conserved
4249,Tb427_010022700,1401,1435,3504,3879,hypothetical protein  conserved
4250,Tb427_100120700,761,811,2531,2666,hypothetical protein  conserved
4251,Tb427_110177100,318,345,723,853,hypothetical protein  conserved
4252,Tb427_060038500,897,945,1641,1725,NFACT protein RNA binding domain containing protein  putative
4253,Tb427_020008500,1508,1467,2925,3207,hypothetical protein  conserved
4254,Tb427_090062500,2494,2527,5875,6180,Protein tyrosine kinase/Protein kinase domain/Kinase-like  putative
4255,Tb427_000801100,1776,1984,2654,2619,Retrotransposon hot spot protein  putative
4256,Tb427_100020600,848,842,1978,2069,hypothetical protein  conserved
4257,Tb427_110164900,454,480,1135,1324,hypothetical protein  conserved
4258,Tb427_070019200,822,817,2237,2630,Protein of unknown function (DUF1358)  putative
4259,Tb427_110137900,2889,2827,6716,6938,DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Helicase associated domain (HA2)/Oligonucleotide/oligosaccharide-binding (OB)-fold  putative
4260,Tb427_070008400,2796,2628,4124,4558,hypothetical protein  conserved
4261,Tb427_100100300,1395,1485,2168,2323,Haemolysin-III related  putative
4262,Tb427_060011200,1479,1539,2612,2927,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
4263,Tb427_070062600,1188,1213,3097,3352,DeoC/LacD family aldolase  putative
4264,Tb427_110038300,1222,1261,2284,2347,Gtr1/RagA G protein conserved region containing protein  putative
4265,Tb427_010010100,514,494,1663,1881,hypothetical protein  conserved
4266,Tb427_070010900,1208,1280,2733,2899,hypothetical protein  conserved
4267,Tb427_030050300,998,1024,2162,2519,DTW domain containing protein  putative
4268,Tb427_110146000,1571,1591,4127,4267,DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein  putative
4269,Tb427_110138200,2021,1801,5289,5558,BILBO1 N-terminal domain/EF-hand domain pair  putative
4270,Tb427_090053500,1264,1285,2483,2763,hypothetical protein  conserved
4271,Tb427_110111100,593,585,1410,1562,hypothetical protein  conserved
4272,Tb427_090055700,1803,1672,4502,4636,Glyceraldehyde 3-phosphate dehydrogenase  NAD binding domain/Glyceraldehyde 3-phosphate dehydrogenase  C-terminal domain containing protein  putative
4273,Tb427_110177700,6637,6206,26880,29280,KOW motif/Ribosomal L27e protein family  putative
4274,Tb427_100053200,1931,2009,4882,5327,Mitochondrial carrier protein  putative
4275,Tb427_050024500,3937,2832,14042,15474,60s Acidic ribosomal protein  putative
4276,Tb427_050009100,587,545,1015,1074,hypothetical protein  conserved
4277,Tb427_100011100,1582,1628,2251,2495,Synaptobrevin  putative
4278,Tb427_100059800,805,937,1890,2057,hypothetical protein  conserved
4279,Tb427_110110300,861,780,2269,2478,hypothetical protein  conserved
4280,Tb427_110141300,682,741,1359,1441,Tetratricopeptide repeat  putative
4281,Tb427_110062200,907,909,1542,1714,DnaJ domain containing protein  putative
4282,Tb427_090040000,2527,2425,6033,6186,RNA pseudouridylate synthase  putative
4283,Tb427_080016800,1097,1162,2794,2964,hypothetical protein  conserved
4284,Tb427_080027900,1332,1467,4535,4798,hypothetical protein  conserved
4285,Tb427_030012700,1406,1414,3200,3530,hypothetical protein  conserved
4286,Tb427_110169200,2076,2098,4593,4828,hypothetical protein  conserved
4287,Tb427_080053400,570,573,1241,1426,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)  putative
4288,Tb427_100054300,1095,1037,2492,2598,Eukaryotic initiation factor 4E  putative
4289,Tb427_080026100,759,733,2001,2211,hypothetical protein  conserved
4290,Tb427_110133900,1101,1232,2931,3197,NUBPL iron-transfer P-loop NTPase/AAA domain/ATPase MipZ/CobQ/CobB/MinD/ParA nucleotide binding domain containing protein  putative
4291,Tb427_100054000,1162,1143,2184,2426,Protein kinase domain/Protein tyrosine kinase  putative
4292,Tb427_110079900,1126,1132,2641,3083,Phosphoadenosine phosphosulfate reductase family  putative
4293,Tb427_090025300,2724,2954,7009,7786,hypothetical protein  conserved
4294,Tb427_050033400,1083,1137,2882,3149,Peptidase C65 Otubain  putative
4295,Tb427_080041100,319,402,953,1025,hypothetical protein  conserved
4296,Tb427_090059100,5028,4850,10893,11674,DNA polymerase family B  exonuclease domain/RNase_H superfamily/Predicted 3'-5' exonuclease related to the exonuclease domain of PolB/DNA polymerase family B/Domain of unknown function (DUF1744)  putative
4297,Tb427_090043100,7614,6182,27639,28501,Ribosomal protein L5/ribosomal L5P family C-terminus  putative
4298,Tb427_110006400,1064,1069,2435,2450,Ubiquitin carboxyl-terminal hydrolase  family 1  putative
4299,Tb427_080051400,2137,2166,6191,6463,RIB43A  putative
4300,Tb427_090062700,249,241,309,341,DnaJ domain containing protein  putative
4301,Tb427_000819900,25,36,23,24,hypothetical protein  conserved
4302,Tb427_110109100,2369,2395,7733,8041,Biotin/lipoate A/B protein ligase family  putative
4303,Tb427_110175200,1618,1739,4480,4933,hypothetical protein  conserved
4304,Tb427_060053500,1323,1319,3175,3430,MIZ/SP-RING zinc finger containing protein  putative
4305,Tb427_030046500,988,1022,2118,2277,Putative diphthamide synthesis protein  putative
4306,Tb427_020029100,2815,2845,6758,6829,hypothetical protein  conserved
4307,Tb427_110040500,683,628,1264,1376,hypothetical protein  conserved
4308,Tb427_100028900,1529,1560,2449,2515,DnaJ domain containing protein  putative
4309,Tb427_080070300,628,665,1874,2025,Kinase binding protein CGI-121  putative
4310,Tb427_040021600,2160,2160,6704,7555,RNA recognition motif. (a.k.a. RRM  RBD  or RNP domain)  putative
4311,Tb427_100010900,1418,1364,3174,3362,RF-1 domain containing protein  putative
4312,Tb427_110024500,1029,1007,2549,2776,hypothetical protein  conserved
4313,Tb427_050032200,1007,1101,2608,2970,hypothetical protein  conserved
4314,Tb427_030048700,594,645,1483,1688,hypothetical protein  conserved
4315,Tb427_060015700,828,841,2337,2411,hypothetical protein  conserved
4316,Tb427_110126800,537,512,1302,1394,hypothetical protein  conserved
4317,Tb427_080031400,1611,1576,4246,4696,EF-hand domain pair  putative
4318,Tb427_100005100,3202,2979,8119,8841,DKCLD (NUC011) domain/TruB family pseudouridylate synthase (N terminal domain)/tRNA pseudouridylate synthase B C-terminal domain/PUA domain containing protein  putative
4319,Tb427_080080900,983,1032,2399,2441,Haloacid dehalogenase-like hydrolase/HAD-hyrolase-like  putative
4320,Tb427_110051700,1306,1345,3555,3630,SURF1 family  putative
4321,Tb427_030006400,664,778,1090,1272,hypothetical protein  conserved
4322,Tb427_100108700,943,918,2207,2089,hypothetical protein  conserved
4323,Tb427_050018200,980,1015,2234,2820,hypothetical protein  conserved
4324,Tb427_070084600,86,84,46,27,Retrotransposon hot spot protein  putative
4325,Tb427_080066100,865,912,2565,2827,Pentatricopeptide repeat domain containing protein  putative
4326,Tb427_010007300,1297,1384,3007,3118,hypothetical protein  conserved
4327,Tb427_080006500,856,938,1763,1931,Biotin/lipoate A/B protein ligase family  putative
4328,Tb427_110147600,1076,1081,2536,2630,hypothetical protein  conserved
4329,Tb427_110044400,1137,1294,2676,2930,N2 N2-dimethylguanosine tRNA methyltransferase  putative
4330,Tb427_090031600,1094,949,2560,2699,Transcription factor IIB C-terminal module 1  putative
4331,Tb427_080063300,1367,1451,4070,4385,hypothetical protein  conserved
4332,Tb427_110167800,1313,1178,2746,2832,hypothetical protein  conserved
4333,Tb427_030016700,898,959,1698,1959,Diacylglycerol acyltransferase  putative
4334,Tb427_090064400,1179,1102,2392,2692,Nucleoside diphosphate kinase  putative
4335,Tb427_100156800,2749,2826,5863,5997,Complex 1 protein (LYR family)  putative
4336,Tb427_110050000,1994,2027,5050,5311,AMP-binding enzyme  putative
4337,Tb427_100152200,2249,2238,5595,6197,Histone chaperone Rttp106-like  putative
4338,Tb427_040038400,1656,1687,4288,4583,Calcineurin-like phosphoesterase  putative
4339,Tb427_090065800,1025,995,2255,2447,hypothetical protein  conserved
4340,Tb427_000792100,38,35,24,20,hypothetical protein
4341,Tb427_110051400,2948,2924,6858,7358,hypothetical protein  conserved
4342,Tb427_110172100,650,663,1860,2126,hypothetical protein  conserved
4343,Tb427_070020000,2392,2457,5019,5420,hypothetical protein  conserved
4344,Tb427_080017400,1908,1768,5011,5408,DEAD/DEAH box helicase/Helicase conserved C-terminal domain containing protein  putative
4345,Tb427_000784000,563,603,785,878,Retrotransposon hot spot protein  putative
4346,Tb427_110187800,1794,1818,4477,4899,hypothetical protein  conserved
4347,Tb427_060029400,827,768,1495,1573,Protein tyrosine kinase/Protein kinase domain containing protein  putative
4348,Tb427_060018100,5823,6758,14524,15338,Major intrinsic protein  putative
4349,Tb427_100072500,1694,1712,4187,4471,50S ribosome-binding GTPase/Ferrous iron transport protein B/C-terminal region of MMR_HSR1 domain/TGS domain containing protein  putative
4350,Tb427_060012300,3026,2985,6639,7123,SAC3/GANP family  putative
4351,Tb427_110131100,4119,4166,12253,13531,hypothetical protein  conserved
4352,Tb427_000659200,717,760,1070,1057,Retrotransposon hot spot protein  putative
4353,Tb427_040020200,17417,17346,57230,64963,Ribosomal protein L3  putative
4354,Tb427_040009400,1114,1160,3275,3803,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family  putative
4355,Tb427_000708400,502,533,660,682,Retrotransposon hot spot protein  putative
4356,Tb427_100051500,634,595,1875,2093,Nucleolar RNA-binding protein  Nop10p family  putative
4357,Tb427_030058500,1260,1471,3090,3323,RNA polymerase Rpb3/Rpb11 dimerisation domain/RNA polymerase Rpb3/RpoA insert domain containing protein  putative
4358,Tb427_110121300,913,1000,2169,2350,hypothetical protein  conserved
4359,Tb427_070036200,1022,1026,2297,2437,hypothetical protein  conserved
4360,Tb427_100087400,1585,1542,4199,4219,SET domain containing protein  putative
4361,Tb427_090030500,990,935,2280,2375,Actin  putative
4362,Tb427_070031900,639,626,1616,1657,hypothetical protein  conserved
4363,Tb427_080007200,1653,1792,3483,3856,AAA domain/PIF1-like helicase/Helicase  putative
4364,Tb427_020031900,1498,1520,2836,2951,hypothetical protein  conserved
4365,Tb427_100064000,1135,1111,2302,2509,Leucine rich repeat  putative
4366,Tb427_050023700,1561,1637,4347,4403,hypothetical protein  conserved
4367,Tb427_110109900,636,627,1287,1469,hypothetical protein  conserved
4368,Tb427_110055300,3437,3245,7309,7834,hypothetical protein  conserved
4369,Tb427_090049900,449,405,1146,1256,hypothetical protein  conserved
4370,Tb427_100159900,7128,6739,25973,28098,Ribosomal S13/S15 N-terminal domain/Ribosomal protein S15  putative
4371,Tb427_110009800,1336,1322,3322,3370,Family of unknown function (DUF5578)  putative
4372,Tb427_110184900,1887,1989,4490,4805,hypothetical protein  conserved
4373,Tb427_110165900,911,851,1955,1964,PSP1 C-terminal conserved region containing protein  putative
4374,Tb427_030042300,1304,1487,3148,3225,hypothetical protein  conserved
4375,Tb427_070041400,1809,1893,4344,4933,hypothetical protein  conserved
4376,Tb427_100113800,1269,1285,3154,3487,snoRNA binding domain  fibrillarin  putative
4377,Tb427_110138700,570,586,1531,1568,hypothetical protein  conserved
4378,Tb427_090088700,917,901,2014,2038,hypothetical protein  conserved
4379,Tb427_100059300,1196,1204,2495,2695,hypothetical protein  conserved
4380,Tb427_100022600,642,651,1271,1336,Protein tyrosine kinase/Protein kinase domain containing protein  putative
4381,Tb427_030013400,8089,6678,32681,35064,S25 ribosomal protein  putative
4382,Tb427_040057000,617,654,1320,1444,Roadblock/LC7 domain containing protein  putative
4383,Tb427_110047900,580,595,1368,1428,hypothetical protein  conserved
4384,Tb427_080065700,7277,6279,26863,29533,Ribosomal protein L11  N-terminal domain/Ribosomal protein L11  RNA binding domain containing protein  putative
4385,Tb427_070043600,1060,1116,2418,2512,WD domain  G-beta repeat  putative
4386,Tb427_030042700,797,800,1435,1705,hypothetical protein  conserved
4387,Tb427_040023600,754,792,1726,1732,hypothetical protein  conserved
4388,Tb427_090083500,1194,1298,3129,3402,short chain dehydrogenase/Enoyl-(Acyl carrier protein) reductase  putative
4389,Tb427_070045400,1634,1673,4126,4251,Eukaryotic glutathione synthase  ATP binding domain/Eukaryotic glutathione synthase  putative
4390,Tb427_010022800,1375,1549,4008,4281,CHORD  putative
4391,Tb427_000704400,447,446,570,594,Retrotransposon hot spot protein  putative
4392,Tb427_100043100,1376,1356,2966,3243,hypothetical protein  conserved
4393,Tb427_070019000,1783,1674,6252,6941,ATP synthase subunit C  putative
4394,Tb427_000683200,281,276,417,447,hypothetical protein
4395,Tb427_060019900,715,758,2155,2239,LIM domain containing protein  putative
4396,Tb427_110162100,720,792,1614,1895,hypothetical protein  conserved
4397,Tb427_110027900,2392,2312,5992,6310,eRF1 domain 1/Bacterial archaeo-eukaryotic release factor family 10/eRF1 domain 2/Actinobacteria/chloroflexi VLRF1 release factor/eRF1 domain 3  putative
4398,Tb427_070019600,1123,1221,2563,2815,2OG-Fe(II) oxygenase superfamily  putative
4399,Tb427_110069100,3120,3111,6982,7499,hypothetical protein  conserved
4400,Tb427_080061900,2564,2664,6822,7285,hypothetical protein  conserved
4401,Tb427_090062000,1081,1168,2499,2705,hypothetical protein  conserved
4402,Tb427_100036500,1624,1587,3850,4035,Leucine-rich repeat  putative
4403,Tb427_110078500,818,824,2405,2592,RNA polymerases M/15 Kd subunit  putative
4404,Tb427_100170500,1647,1875,4608,4729,hypothetical protein  conserved
4405,Tb427_090023700,8731,8192,32541,35690,Ribosomal protein S7e  putative
4406,Tb427_100118900,1540,1507,3360,3642,Ubiquitin-like modifier-activating enzyme ATG7 N-terminus/ThiF family  putative
4407,Tb427_070009100,1947,1774,4596,4797,Prefoldin subunit  putative
4408,Tb427_080060900,367,373,547,687,BILBO1 N-terminal domain containing protein  putative
4409,Tb427_110049600,3872,3646,8443,9055,Alba  putative
4410,Tb427_040024600,2010,1973,4931,5214,Tetratricopeptide repeat/DnaJ domain containing protein  putative
4411,Tb427_080038800,1111,1076,2553,2801,Ciliary basal body-associated  B9 protein  putative
4412,Tb427_000285200,574,595,813,810,Adenylate and Guanylate cyclase catalytic domain containing protein  putative
4413,Tb427_080054500,960,1048,2206,2339,hypothetical protein  conserved
4414,Tb427_030045100,1018,1092,2875,3172,Integral membrane protein S linking to the trans Golgi network  putative
4415,Tb427_040028000,1259,1218,3163,3421,hypothetical protein  conserved
4416,Tb427_100049400,295,324,589,599,ARP2/3 complex ARPC3 (21 kDa) subunit  putative
4417,Tb427_090015400,2632,2473,5722,6198,hypothetical protein  conserved
4418,Tb427_110156000,1269,1271,2601,2804,hypothetical protein  conserved
4419,Tb427_110015200,1336,1325,3154,3498,Brix domain containing protein  putative
4420,Tb427_110138400,828,844,1725,1837,hypothetical protein  conserved
4421,Tb427_030051000,3777,3684,8905,9560,50S ribosome-binding GTPase/Dynamin family/Dynamin central region/Dynamin GTPase effector domain containing protein  putative
4422,Tb427_070017300,2917,2895,6118,6616,Domain of unknown function (DUF4821)/Pyridine nucleotide-disulphide oxidoreductase  putative
4423,Tb427_000655100,3081,3255,6240,6312,Retrotransposon hot spot protein  putative
4424,Tb427_110120300,703,720,1369,1463,hypothetical protein  conserved
4425,Tb427_020029400,2790,2887,6741,6733,hypothetical protein  conserved
4426,Tb427_110084200,5884,5243,21774,23549,Ribosomal protein S11  putative
4427,Tb427_030033100,774,798,1748,1867,MIZ/SP-RING zinc finger containing protein  putative
4428,Tb427_060039200,1113,1098,1913,2032,Protein kinase domain/Protein tyrosine kinase/Periplasmic copper-binding protein (NosD)/Right handed beta helix region containing protein  putative
4429,Tb427_040022100,2621,2482,6145,6905,hypothetical protein  conserved
4430,Tb427_090011800,1228,1367,3014,3332,hypothetical protein  conserved
4431,Tb427_100079100,662,661,1837,1914,hypothetical protein  conserved
4432,Tb427_070079100,694,668,1208,1248,hypothetical protein  conserved
4433,Tb427_070018600,1515,1590,3631,4030,Leucine Rich repeat  putative
4434,Tb427_090066000,1002,994,2291,2433,hypothetical protein  conserved
4435,Tb427_090089800,10264,8431,35258,37502,Ribosomal protein L32  putative
4436,Tb427_090068400,1445,1456,3381,3867,hypothetical protein  conserved
4437,Tb427_070020500,503,525,1019,1116,Nucleotide hydrolase  putative
4438,Tb427_090005200,732,672,990,1099,hypothetical protein  conserved
4439,Tb427_040046100,1033,1152,2461,2495,hypothetical protein  conserved
4440,Tb427_000287400,285,352,156,145,Retrotransposon hot spot protein  putative
4441,Tb427_080074700,1372,1311,2951,3142,Histidine kinase-  DNA gyrase B-  and HSP90-like ATPase/DNA mismatch repair protein  C-terminal domain/DNA mismatch repair protein Mlh1 C-terminus  putative
4442,Tb427_070038600,5939,4576,13529,12157,hypothetical protein  conserved
4443,Tb427_050042300,671,725,2015,2132,Histidine phosphatase superfamily (branch 1)  putative
4444,Tb427_100072200,322,358,569,584,hypothetical protein  conserved
4445,Tb427_110099200,2740,2852,6214,6452,hypothetical protein  conserved
4446,Tb427_090047200,8316,7823,29994,32759,Ribosomal protein L16p/L10e  putative
4447,Tb427_110037500,6369,5860,19133,20971,TCP-1/cpn60 chaperonin family  putative
4448,Tb427_040035800,1973,2061,5147,5404,ATPase family associated with various cellular activities (AAA)/AAA+ lid domain/Peptidase family M41  putative
4449,Tb427_070005700,4589,4995,11608,12332,Proline dehydrogenase  putative
4450,Tb427_100148100,771,851,1751,1966,Pentatricopeptide repeat domain containing protein  putative
4451,Tb427_000780400,73,81,80,102,hypothetical protein  conserved
4452,Tb427_030048100,1132,1285,2689,3026,hypothetical protein  conserved
4453,Tb427_100040700,880,909,1884,1981,hypothetical protein  conserved
4454,Tb427_060018700,1085,1220,2497,2648,Polynucleotide kinase 3 phosphatase/AAA domain containing protein  putative
4455,Tb427_100146300,963,1076,2725,2970,Probable Zinc-ribbon domain containing protein  putative
4456,Tb427_110103600,1205,1246,2798,3112,GMC oxidoreductase  putative
4457,Tb427_060017300,612,614,1560,1524,hypothetical protein  conserved
4458,Tb427_100036300,1229,1276,2869,3007,Cytochrome c oxidase assembly protein CtaG/Cox11  putative
4459,Tb427_030051300,3209,3164,8947,9095,Peptidase M1 N-terminal domain/Peptidase family M1 domain/ERAP1-like C-terminal domain containing protein  putative
4460,Tb427_100100700,1587,1598,3499,3521,hypothetical protein  conserved
4461,Tb427_110076400,1292,1387,3351,3764,NIF3 (NGG1p interacting factor 3)  putative
4462,Tb427_030031800,907,991,1968,2055,hypothetical protein  conserved
4463,Tb427_050034400,1813,1645,4237,4353,Fingers domain of DNA polymerase lambda/DNA polymerase beta palm/DNA polymerase beta thumb  putative
4464,Tb427_030028500,1412,1424,2758,3005,hypothetical protein  conserved
4465,Tb427_100114200,1019,1063,2453,2491,hypothetical protein  conserved
4466,Tb427_100109800,1208,1251,3050,3323,Calcineurin-like phosphoesterase  putative
4467,Tb427_100036600,754,734,1930,2112,Acetyltransferase (GNAT) family/Acetyltransferase (GNAT) domain containing protein  putative
4468,Tb427_040046200,2209,2436,6326,7026,hypothetical protein  conserved
4469,Tb427_110155600,248,303,739,874,hypothetical protein  conserved
4470,Tb427_060029300,959,1042,2048,2305,Mo25-like  putative
4471,Tb427_100106500,2479,2548,6087,6313,hypothetical protein  conserved
4472,Tb427_080053800,4330,3981,9535,10192,WD domain  G-beta repeat  putative
4473,Tb427_100034200,2191,2186,5422,6187,Elongation factor Tu GTP binding domain/Elongation factor G C-terminus/GTP-binding protein LepA C-terminus  putative
4474,Tb427_100118400,2093,2113,5129,5478,SET domain containing protein  putative
4475,Tb427_110126700,635,717,1745,1975,hypothetical protein  conserved
4476,Tb427_100088600,3805,3792,8776,8985,Nup133 N terminal like  putative
4477,Tb427_010024600,1888,1608,4072,4214,hypothetical protein  conserved
4478,Tb427_090052900,2062,2179,5382,6151,Protein kinase domain/Protein tyrosine kinase/Kinase-like  putative
4479,Tb427_070016800,960,1116,1663,1873,hypothetical protein  conserved
4480,Tb427_110021400,1055,1123,2424,2437,Aminotransferase class-V/Beta-eliminating lyase  putative
4481,Tb427_070022900,570,632,1000,1224,hypothetical protein  conserved
4482,Tb427_050036400,824,810,2077,2147,hypothetical protein  conserved
4483,Tb427_110086600,887,890,1894,2024,EF-hand domain pair/EF-hand domain containing protein  putative
4484,Tb427_070083300,435,529,809,902,hypothetical protein
4485,Tb427_080035600,1160,1157,2838,3012,Ribosomal protein S9/S16  putative
4486,Tb427_070057400,4690,3915,17005,17627,Ribosomal protein L23  putative
4487,Tb427_000723800,182,192,186,176,hypothetical protein  conserved
4488,Tb427_110111900,87,110,249,252,unspecified product
4489,Tb427_080052100,1020,1114,2045,2115,Transmembrane amino acid transporter protein/Tryptophan/tyrosine permease family  putative
4490,Tb427_030031500,2086,2097,4580,5324,Type III restriction enzyme  res subunit/DEAD_2/Helicase C-terminal domain containing protein  putative
4491,Tb427_110036600,1117,1094,2489,2666,hypothetical protein  conserved
4492,Tb427_110079100,1364,1379,3049,3228,hypothetical protein  conserved
4493,Tb427_070032500,1190,1236,3025,3222,Prp18 domain containing protein  putative
4494,Tb427_100063900,925,977,1491,1720,B-box zinc finger containing protein  putative
4495,Tb427_100044500,1108,1130,3083,3325,Enoyl-CoA hydratase/isomerase  putative
4496,Tb427_110060900,670,711,1121,1272,hypothetical protein  conserved
4497,Tb427_090021200,681,706,2347,2320,hypothetical protein  conserved
4498,Tb427_030027100,1013,1108,3684,3932,Cytochrome C oxidase copper chaperone (COX17)  putative
4499,Tb427_110087900,645,560,1569,1865,hypothetical protein  conserved
4500,Tb427_100019000,540,580,1062,1037,hypothetical protein  conserved
4501,Tb427_110188000,563,516,893,908,hypothetical protein  conserved
4502,Tb427_110063400,614,666,1679,1667,YL1 nuclear protein  putative
4503,Tb427_110035500,1062,1139,2833,2939,hypothetical protein  conserved
4504,Tb427_070062900,781,879,1749,2087,hypothetical protein  conserved
4505,Tb427_010029900,1289,1216,2829,2954,hypothetical protein  conserved
4506,Tb427_080062000,569,612,1468,1470,hypothetical protein  conserved
4507,Tb427_110139200,1263,1248,2729,2965,MCM N-terminal domain/MCM OB domain/MCM P-loop domain/AAA domain (dynein-related subfamily)/Magnesium chelatase  subunit ChlI/MCM AAA-lid domain containing protein  putative
4508,Tb427_060019600,3875,3902,9411,9885,Ubiquitin carboxyl-terminal hydrolase  putative
4509,Tb427_110135300,924,1064,2410,2694,ADP-ribosylglycohydrolase  putative
4510,Tb427_110093500,1219,1253,2889,3169,Holliday junction DNA helicase RuvB P-loop domain/AAA domain (dynein-related subfamily)/ATPase family associated with various cellular activities (AAA)  putative
4511,Tb427_070029100,711,742,1481,1605,hypothetical protein  conserved
4512,Tb427_080035000,1193,1117,2596,2511,hypothetical protein  conserved
4513,Tb427_000544500,48,45,47,54,hypothetical protein  conserved
4514,Tb427_100103900,305,301,422,431,hypothetical protein  conserved
4515,Tb427_050037000,1718,1634,3902,4390,WGR domain/Poly(ADP-ribose) polymerase  regulatory domain/Poly(ADP-ribose) polymerase catalytic domain containing protein  putative
4516,Tb427_070019300,1000,1060,2648,2866,NUBPL iron-transfer P-loop NTPase/ATPase MipZ/AAA domain/Anion-transporting ATPase/CobQ/CobB/MinD/ParA nucleotide binding domain containing protein  putative
4517,Tb427_100087700,867,934,2701,2875,hypothetical protein  conserved
4518,Tb427_100014800,8054,7360,31318,33272,Ribosomal protein S12/S23  putative
4519,Tb427_000271100,91,60,59,65,Protein of unknown function (DUF1181)  putative
4520,Tb427_100097600,2398,2477,4837,5172,hypothetical protein  conserved
4521,Tb427_090063400,1244,1341,2802,3037,MIZ/SP-RING zinc finger containing protein  putative
4522,Tb427_110066900,7802,7094,28505,29561,Ribosomal L28e protein family  putative
4523,Tb427_020006800,1602,1639,3455,3673,hypothetical protein  conserved
4524,Tb427_110111400,2732,2824,6494,7032,Zinc carboxypeptidase/Succinylglutamate desuccinylase / Aspartoacylase family  putative
4525,Tb427_010008800,1693,1877,4166,4609,Leucine rich repeat  putative
4526,Tb427_020031100,8663,7079,29633,32098,Ribosomal S13/S15 N-terminal domain/Ribosomal protein S15  putative
4527,Tb427_030010700,731,783,1488,1577,Exonuclease  putative
4528,Tb427_030031400,1069,1015,2087,2346,Protein kinase domain/Protein tyrosine kinase/Kinase-like  putative
4529,Tb427_050040900,510,493,728,828,hypothetical protein  conserved
4530,Tb427_030012800,2449,2382,5303,5725,Zinc-ribbon like family  putative
4531,Tb427_060033200,1090,1015,1960,2127,ABC transporter  putative
4532,Tb427_110143900,1008,998,1945,2196,hypothetical protein  conserved
4533,Tb427_000648900,913,814,539,593,hypothetical protein  conserved
4534,Tb427_090090500,238,274,284,316,RNase H  putative
4535,Tb427_080085500,4285,3875,11437,11784,Inorganic H+ pyrophosphatase  putative
4536,Tb427_090064200,1687,1452,4050,4105,EF-hand domain pair/EF hand/EF-hand domain containing protein  putative
4537,Tb427_030010300,1448,1434,3080,3423,PCRF domain/RF-1 domain containing protein  putative
4538,Tb427_090075200,902,917,1793,2095,3'-5' exonuclease/Zinc knuckle  putative
4539,Tb427_080026800,4345,4346,8922,10017,La HTH in kinetoplastid DICER domain/KptA in kinetoplastid DICER domain/Prim-pol 4  putative
4540,Tb427_030048300,1401,1521,3372,3715,Protein prenyltransferase alpha subunit repeat  putative
4541,Tb427_110110200,9563,8559,34741,36923,Ribosomal L22e protein family  putative
4542,Tb427_020019700,915,913,1862,2118,50S ribosome-binding GTPase/Ferrous iron transport protein B/Protein of unknown function (DUF933)  putative
4543,Tb427_110144300,820,773,2125,2213,hypothetical protein  conserved
4544,Tb427_000648000,934,837,571,598,hypothetical protein  conserved
4545,Tb427_060017700,5487,5240,11671,13242,hypothetical protein  conserved
4546,Tb427_040033900,1338,1456,3175,3505,Shwachman-Bodian-Diamond syndrome (SBDS) protein/SBDS protein C-terminal domain containing protein  putative
4547,Tb427_010031500,1989,2072,4817,5251,SET domain containing protein  putative
4548,Tb427_100144600,1516,1504,3782,4117,Lipase (class 3)  putative
4549,Tb427_100064200,2519,2239,4684,4695,hypothetical protein  conserved
4550,Tb427_020023700,2685,2719,7830,8550,Phosducin/Thioredoxin  putative
4551,Tb427_070068500,1042,974,2089,2195,Domain of unknown function  putative
4552,Tb427_070023700,726,766,1339,1625,hypothetical protein  conserved
4553,Tb427_090020100,1094,1120,2538,2638,Acetyltransferase (GNAT) family/Acetyltransferase (GNAT) domain containing protein  putative
4554,Tb427_100032800,6837,6113,26949,27911,S25 ribosomal protein  putative
4555,Tb427_110151400,4067,3834,9620,10066,ATPase family associated with various cellular activities (AAA)/Zonular occludens toxin (Zot)  putative
4556,Tb427_100137100,1238,1387,3357,3621,Ankyrin repeats (3 copies)/Ankyrin repeat/Ankyrin repeats (many copies)  putative
4557,Tb427_000222700,235,228,117,118,hypothetical protein  conserved
4558,Tb427_030038000,1131,1285,3105,3157,hypothetical protein  conserved
4559,Tb427_100073800,193,199,485,576,unspecified product
4560,Tb427_040018200,1570,1696,3755,4102,hypothetical protein  conserved
4561,Tb427_070014600,1191,1352,3247,3140,hypothetical protein  conserved
4562,Tb427_110065900,753,766,1615,1573,TatD related DNase  putative
4563,Tb427_070005500,5042,4693,6783,7842,Peptidase family M3  putative
4564,Tb427_090067300,1142,1142,2239,2448,MatE  putative
4565,Tb427_080075900,1207,1240,3171,3291,hypothetical protein  conserved
